gg/mm/aaaa;Precipitazione [mm];Tipo Dato
26/10/2019;;@
27/10/2019;;@
28/10/2019;;@
29/10/2019;;@
30/10/2019;;@
31/10/2019;;@
01/11/2019;;@
02/11/2019;;@
03/11/2019;;@
04/11/2019;;@
05/11/2019;;@
06/11/2019;;@
07/11/2019;;@
08/11/2019;;@
09/11/2019;;@
10/11/2019;;@
11/11/2019;;@
12/11/2019;;@
13/11/2019;;@
14/11/2019;;@
15/11/2019;;@
16/11/2019;;@
17/11/2019;;@
18/11/2019;;@
19/11/2019;;@
20/11/2019;;@
21/11/2019;;@
22/11/2019;;@
23/11/2019;;@
24/11/2019;;@
25/11/2019;;@
26/11/2019;;@
27/11/2019;;@
28/11/2019;;@
29/11/2019;;@
30/11/2019;;@
01/12/2019;;@
02/12/2019;;@
03/12/2019;;@
04/12/2019;;@
05/12/2019;;@
06/12/2019;;@
07/12/2019;;@
08/12/2019;;@
09/12/2019;;@
10/12/2019;;@
11/12/2019;;@
12/12/2019;;@
13/12/2019;;@
14/12/2019;;@
15/12/2019;;@
16/12/2019;;@
17/12/2019;;@
18/12/2019;;@
19/12/2019;;@
20/12/2019;;@
21/12/2019;;@
22/12/2019;;@
23/12/2019;;@
24/12/2019;;@
25/12/2019;;@
26/12/2019;;@
27/12/2019;;@
28/12/2019;;@
29/12/2019;;@
30/12/2019;;@
31/12/2019;;@
01/01/2020;;@
02/01/2020;;@
03/01/2020;;@
04/01/2020;;@
05/01/2020;;@
06/01/2020;;@
07/01/2020;;@
08/01/2020;;@
09/01/2020;;@
10/01/2020;;@
11/01/2020;;@
12/01/2020;;@
13/01/2020;;@
14/01/2020;;@
15/01/2020;;@
16/01/2020;;@
17/01/2020;;@
18/01/2020;;@
19/01/2020;;@
20/01/2020;;@
21/01/2020;;@
22/01/2020;;@
23/01/2020;;@
24/01/2020;;@
25/01/2020;;@
26/01/2020;;@
27/01/2020;;@
28/01/2020;;@
29/01/2020;;@
30/01/2020;;@
31/01/2020;;@
01/02/2020;;@
02/02/2020;;@
03/02/2020;;@
04/02/2020;;@
05/02/2020;;@
06/02/2020;;@
07/02/2020;;@
08/02/2020;;@
09/02/2020;;@
10/02/2020;;@
11/02/2020;;@
12/02/2020;;@
13/02/2020;;@
14/02/2020;;@
15/02/2020;;@
16/02/2020;;@
17/02/2020;;@
18/02/2020;;@
19/02/2020;;@
20/02/2020;;@
21/02/2020;;@
22/02/2020;;@
23/02/2020;;@
24/02/2020;;@
25/02/2020;;@
26/02/2020;;@
27/02/2020;;@
28/02/2020;;@
29/02/2020;;@
01/03/2020;;@
02/03/2020;;@
03/03/2020;;@
04/03/2020;;@
05/03/2020;;@
06/03/2020;;@
07/03/2020;;@
08/03/2020;;@
09/03/2020;;@
10/03/2020;;@
11/03/2020;;@
12/03/2020;;@
13/03/2020;;@
14/03/2020;;@
15/03/2020;;@
16/03/2020;;@
17/03/2020;;@
18/03/2020;;@
19/03/2020;;@
20/03/2020;;@
21/03/2020;;@
22/03/2020;;@
23/03/2020;;@
24/03/2020;;@
25/03/2020;;@
26/03/2020;;@
27/03/2020;;@
28/03/2020;;@
29/03/2020;;@
30/03/2020;;@
31/03/2020;;@
01/04/2020;;@
02/04/2020;;@
03/04/2020;;@
04/04/2020;;@
05/04/2020;;@
06/04/2020;;@
07/04/2020;;@
08/04/2020;;@
09/04/2020;;@
10/04/2020;;@
11/04/2020;;@
12/04/2020;;@
13/04/2020;;@
14/04/2020;;@
15/04/2020;;@
16/04/2020;;@
17/04/2020;;@
18/04/2020;;@
19/04/2020;;@
20/04/2020;;@
21/04/2020;;@
22/04/2020;;@
23/04/2020;;@
24/04/2020;;@
25/04/2020;;@
26/04/2020;;@
27/04/2020;;@
28/04/2020;;@
29/04/2020;;@
30/04/2020;;@
01/05/2020;;@
02/05/2020;;@
03/05/2020;;@
04/05/2020;;@
05/05/2020;;@
06/05/2020;;@
07/05/2020;;@
08/05/2020;;@
09/05/2020;;@
10/05/2020;;@
11/05/2020;;@
12/05/2020;;@
13/05/2020;;@
14/05/2020;;@
15/05/2020;;@
16/05/2020;;@
17/05/2020;;@
18/05/2020;;@
19/05/2020;;@
20/05/2020;;@
21/05/2020;;@
22/05/2020;;@
23/05/2020;;@
24/05/2020;;@
25/05/2020;;@
26/05/2020;;@
27/05/2020;;@
28/05/2020;;@
29/05/2020;;@
30/05/2020;;@
31/05/2020;;@
01/06/2020;;@
02/06/2020;;@
03/06/2020;;@
04/06/2020;;@
05/06/2020;;@
06/06/2020;;@
07/06/2020;;@
08/06/2020;;@
09/06/2020;;@
10/06/2020;;@
11/06/2020;;@
12/06/2020;;@
13/06/2020;;@
14/06/2020;;@
15/06/2020;;@
16/06/2020;;@
17/06/2020;;@
18/06/2020;;@
19/06/2020;;@
20/06/2020;;@
21/06/2020;;@
22/06/2020;;@
23/06/2020;;@
24/06/2020;;@
25/06/2020;;@
26/06/2020;;@
27/06/2020;;@
28/06/2020;;@
29/06/2020;;@
30/06/2020;;@
01/07/2020;;@
02/07/2020;;@
03/07/2020;;@
04/07/2020;;@
05/07/2020;;@
06/07/2020;;@
07/07/2020;;@
08/07/2020;;@
09/07/2020;;@
10/07/2020;;@
11/07/2020;;@
12/07/2020;;@
13/07/2020;;@
14/07/2020;;@
15/07/2020;;@
16/07/2020;;@
17/07/2020;;@
18/07/2020;;@
19/07/2020;;@
20/07/2020;;@
21/07/2020;;@
22/07/2020;;@
23/07/2020;;@
24/07/2020;;@
25/07/2020;;@
26/07/2020;;@
27/07/2020;;@
28/07/2020;;@
29/07/2020;;@
30/07/2020;;@
31/07/2020;;@
01/08/2020;;@
02/08/2020;;@
03/08/2020;;@
04/08/2020;;@
05/08/2020;;@
06/08/2020;;@
07/08/2020;;@
08/08/2020;;@
09/08/2020;;@
10/08/2020;;@
11/08/2020;;@
12/08/2020;;@
13/08/2020;;@
14/08/2020;;@
15/08/2020;;@
16/08/2020;;@
17/08/2020;;@
18/08/2020;;@
19/08/2020;;@
20/08/2020;;@
21/08/2020;;@
22/08/2020;;@
23/08/2020;;@
24/08/2020;;@
25/08/2020;;@
26/08/2020;;@
27/08/2020;;@
28/08/2020;;@
29/08/2020;;@
30/08/2020;;@
31/08/2020;;@
01/09/2020;;@
02/09/2020;;@
03/09/2020;;@
04/09/2020;;@
05/09/2020;;@
06/09/2020;;@
07/09/2020;;@
08/09/2020;;@
09/09/2020;;@
10/09/2020;;@
11/09/2020;;@
12/09/2020;;@
13/09/2020;;@
14/09/2020;;@
15/09/2020;;@
16/09/2020;;@
17/09/2020;;@
18/09/2020;;@
19/09/2020;;@
20/09/2020;;@
21/09/2020;;@
22/09/2020;;@
23/09/2020;;@
24/09/2020;;@
25/09/2020;;@
26/09/2020;;@
27/09/2020;;@
28/09/2020;;@
29/09/2020;;@
30/09/2020;;@
01/10/2020;;@
02/10/2020;;@
03/10/2020;;@
04/10/2020;;@
05/10/2020;;@
06/10/2020;;@
07/10/2020;;@
08/10/2020;;@
09/10/2020;;@
10/10/2020;;@
11/10/2020;;@
12/10/2020;;@
13/10/2020;;@
14/10/2020;;@
15/10/2020;;@
16/10/2020;;@
17/10/2020;;@
18/10/2020;;@
19/10/2020;;@
20/10/2020;;@
21/10/2020;;@
22/10/2020;;@
23/10/2020;;@
24/10/2020;;@
25/10/2020;;@
26/10/2020;;@
27/10/2020;;@
28/10/2020;;@
29/10/2020;;@
30/10/2020;;@
31/10/2020;0;P
01/11/2020;0;P
02/11/2020;0,2;P
03/11/2020;1,4;P
04/11/2020;3,2;P
05/11/2020;0;P
06/11/2020;0;P
07/11/2020;0;P
08/11/2020;0;P
09/11/2020;0;P
10/11/2020;0;P
11/11/2020;0;P
12/11/2020;0;P
13/11/2020;2,2;P
14/11/2020;0,2;P
15/11/2020;0;P
16/11/2020;4,2;P
17/11/2020;3,4;P
18/11/2020;0;P
19/11/2020;0;P
20/11/2020;0;P
21/11/2020;0;P
22/11/2020;0;P
23/11/2020;0;P
24/11/2020;0;P
25/11/2020;0;P
26/11/2020;0;P
27/11/2020;0;P
28/11/2020;0,2;P
29/11/2020;0;P
30/11/2020;0;P
01/12/2020;0;P
02/12/2020;5,6;P
03/12/2020;1,6;P
04/12/2020;0;P
05/12/2020;9,6;P
06/12/2020;11,4;P
07/12/2020;9,4;P
08/12/2020;8,6;P
09/12/2020;9;P
10/12/2020;4;P
11/12/2020;0,2;P
12/12/2020;1,4;P
13/12/2020;2,6;P
14/12/2020;0;P
15/12/2020;0;P
16/12/2020;0,2;P
17/12/2020;3;P
18/12/2020;1,4;P
19/12/2020;0;P
20/12/2020;0,2;P
21/12/2020;0;P
22/12/2020;0,2;P
23/12/2020;4,2;P
24/12/2020;5,6;P
25/12/2020;3,6;P
26/12/2020;2,4;P
27/12/2020;0;P
28/12/2020;3,4;P
29/12/2020;14,6;P
30/12/2020;8,2;P
31/12/2020;1,6;P
01/01/2021;10,2;P
02/01/2021;4,2;P
03/01/2021;3,4;P
04/01/2021;2,2;P
05/01/2021;4,8;P
06/01/2021;8,4;P
07/01/2021;6,6;P
08/01/2021;7,2;P
09/01/2021;0,8;P
10/01/2021;0;P
11/01/2021;0;P
12/01/2021;0;P
13/01/2021;0;P
14/01/2021;0,2;P
15/01/2021;0;P
16/01/2021;0;P
17/01/2021;0;P
18/01/2021;0,8;P
19/01/2021;0;P
20/01/2021;2,8;P
21/01/2021;0,4;P
22/01/2021;1,6;P
23/01/2021;15,8;P
24/01/2021;9;P
25/01/2021;5,6;P
26/01/2021;0,4;P
27/01/2021;0;P
28/01/2021;0;P
29/01/2021;4,8;P
30/01/2021;3,2;P
31/01/2021;12,4;P
01/02/2021;1;P
02/02/2021;5,6;P
03/02/2021;2;P
04/02/2021;1,2;P
05/02/2021;0;P
06/02/2021;0;P
07/02/2021;1;P
08/02/2021;5,2;P
09/02/2021;13,4;P
10/02/2021;5,8;P
11/02/2021;0,4;P
12/02/2021;1,8;P
13/02/2021;0,4;P
14/02/2021;0;P
15/02/2021;0;P
16/02/2021;0;P
17/02/2021;9,4;P
18/02/2021;0,4;P
19/02/2021;0,2;P
20/02/2021;0;P
21/02/2021;0;P
22/02/2021;0;P
23/02/2021;0;P
24/02/2021;0;P
25/02/2021;0;P
26/02/2021;0;P
27/02/2021;0;P
28/02/2021;0;P
01/03/2021;0;P
02/03/2021;0;P
03/03/2021;0;P
04/03/2021;0;P
05/03/2021;0;P
06/03/2021;0,6;P
07/03/2021;0;P
08/03/2021;0;P
09/03/2021;0;P
10/03/2021;0;P
11/03/2021;0;P
12/03/2021;1;P
13/03/2021;0,2;P
14/03/2021;1,4;P
15/03/2021;1;P
16/03/2021;0;P
17/03/2021;0;P
18/03/2021;0;P
19/03/2021;0;P
20/03/2021;0;P
21/03/2021;0;P
22/03/2021;0;P
23/03/2021;0;P
24/03/2021;0;P
25/03/2021;0;P
26/03/2021;0;P
27/03/2021;0;P
28/03/2021;0;P
29/03/2021;0,2;P
30/03/2021;0;P
31/03/2021;0;P
01/04/2021;0;P
02/04/2021;0;P
03/04/2021;0;P
04/04/2021;0;P
05/04/2021;0;P
06/04/2021;0,6;P
07/04/2021;1,4;P
08/04/2021;0;P
09/04/2021;0,4;P
10/04/2021;0;P
11/04/2021;10,8;P
12/04/2021;7,8;P
13/04/2021;12,2;P
14/04/2021;0;P
15/04/2021;0;P
16/04/2021;0;P
17/04/2021;0;P
18/04/2021;0;P
19/04/2021;0;P
20/04/2021;0;P
21/04/2021;0;P
22/04/2021;0;P
23/04/2021;0,2;P
24/04/2021;0;P
25/04/2021;0;P
26/04/2021;0;P
27/04/2021;3,8;P
28/04/2021;2;P
29/04/2021;3,2;P
30/04/2021;5;P
01/05/2021;1,2;P
02/05/2021;8;P
03/05/2021;0;P
04/05/2021;0;P
05/05/2021;0;P
06/05/2021;0;P
07/05/2021;0;P
08/05/2021;0;P
09/05/2021;0;P
10/05/2021;0;P
11/05/2021;1,8;P
12/05/2021;8,8;P
13/05/2021;5,2;P
14/05/2021;2,8;P
15/05/2021;2,2;P
16/05/2021;3,6;P
17/05/2021;4;P
18/05/2021;0;P
19/05/2021;3;P
20/05/2021;3,4;P
21/05/2021;0,2;P
22/05/2021;1,2;P
23/05/2021;0,4;P
24/05/2021;5;P
25/05/2021;7,4;P
26/05/2021;0;P
27/05/2021;0;P
28/05/2021;0;P
29/05/2021;0;P
30/05/2021;0;P
31/05/2021;0;P
01/06/2021;0;P
02/06/2021;0;P
03/06/2021;0;P
04/06/2021;0;P
05/06/2021;0;P
06/06/2021;0;P
07/06/2021;0;P
08/06/2021;0,6;P
09/06/2021;1,6;P
10/06/2021;0;P
11/06/2021;1;P
12/06/2021;0,2;P
13/06/2021;0;P
14/06/2021;0,2;P
15/06/2021;0;P
16/06/2021;0;P
17/06/2021;0;P
18/06/2021;0;P
19/06/2021;0;P
20/06/2021;0;P
21/06/2021;0;P
22/06/2021;0;P
23/06/2021;0;P
24/06/2021;0;P
25/06/2021;0;P
26/06/2021;0;P
27/06/2021;0;P
28/06/2021;0;P
29/06/2021;0;P
30/06/2021;0;P
01/07/2021;0;P
02/07/2021;0;P
03/07/2021;0;P
04/07/2021;0;P
05/07/2021;0,4;P
06/07/2021;0;P
07/07/2021;0;P
08/07/2021;0;P
09/07/2021;0,2;P
10/07/2021;0;P
11/07/2021;0;P
12/07/2021;0;P
13/07/2021;0;P
14/07/2021;3,2;P
15/07/2021;0;P
16/07/2021;0,2;P
17/07/2021;0,6;P
18/07/2021;0;P
19/07/2021;0;P
20/07/2021;0;P
21/07/2021;0;P
22/07/2021;0;P
23/07/2021;0;P
24/07/2021;0;P
25/07/2021;0;P
26/07/2021;0,8;P
27/07/2021;0,2;P
28/07/2021;0;P
29/07/2021;0;P
30/07/2021;0;P
31/07/2021;0;P
01/08/2021;0;P
02/08/2021;0;P
03/08/2021;0;P
04/08/2021;0;P
05/08/2021;2,6;P
06/08/2021;0;P
07/08/2021;0;P
08/08/2021;0;P
09/08/2021;0;P
10/08/2021;0;P
11/08/2021;0;P
12/08/2021;0;P
13/08/2021;0;P
14/08/2021;0;P
15/08/2021;0;P
16/08/2021;0;P
17/08/2021;0;P
18/08/2021;0;P
19/08/2021;0;P
20/08/2021;0;P
21/08/2021;0;P
22/08/2021;0;P
23/08/2021;0;P
24/08/2021;0;P
25/08/2021;0;P
26/08/2021;2,6;P
27/08/2021;0,2;P
28/08/2021;2,4;P
29/08/2021;0,2;P
30/08/2021;0;P
31/08/2021;0;P
01/09/2021;0;P
02/09/2021;0;P
03/09/2021;0;P
04/09/2021;0;P
05/09/2021;1,4;P
06/09/2021;0;P
07/09/2021;0;P
08/09/2021;0;P
09/09/2021;0;P
10/09/2021;0;P
11/09/2021;0;P
12/09/2021;0;P
13/09/2021;0;P
14/09/2021;0;P
15/09/2021;0;P
16/09/2021;0,4;P
17/09/2021;9,2;P
18/09/2021;10,2;P
19/09/2021;7,6;P
20/09/2021;13,6;P
21/09/2021;0,8;P
22/09/2021;0;P
23/09/2021;0;P
24/09/2021;0;P
25/09/2021;0;P
26/09/2021;0;P
27/09/2021;13;P
28/09/2021;0,2;P
29/09/2021;0;P
30/09/2021;0;P
01/10/2021;0;P
02/10/2021;0;P
03/10/2021;0,2;P
04/10/2021;1,4;P
05/10/2021;15,8;P
06/10/2021;17,8;P
07/10/2021;0;P
08/10/2021;0;P
09/10/2021;0;P
10/10/2021;0;P
11/10/2021;0;P
12/10/2021;0;P
13/10/2021;0;P
14/10/2021;0;P
15/10/2021;0;P
16/10/2021;0;P
17/10/2021;0;P
18/10/2021;0;P
19/10/2021;0;P
20/10/2021;0;P
21/10/2021;1,2;P
22/10/2021;2;P
23/10/2021;0;P
24/10/2021;0;P
25/10/2021;0;P
26/10/2021;0;P
27/10/2021;0;P
28/10/2021;0;P
29/10/2021;0;P
30/10/2021;0;P
31/10/2021;0;P
01/11/2021;3,4;P
02/11/2021;12;P
03/11/2021;0,4;P
04/11/2021;7;P
05/11/2021;0;P
06/11/2021;0;P
07/11/2021;0,4;P
08/11/2021;0,4;P
09/11/2021;0;P
10/11/2021;0,2;P
11/11/2021;0,6;P
12/11/2021;0;P
13/11/2021;0;P
14/11/2021;12,8;P
15/11/2021;4;P
16/11/2021;0;P
17/11/2021;5,4;P
18/11/2021;0;P
19/11/2021;0;P
20/11/2021;0,2;P
21/11/2021;0;P
22/11/2021;5,2;P
23/11/2021;0;P
24/11/2021;0;P
25/11/2021;1,2;P
26/11/2021;5,8;P
27/11/2021;2,8;P
28/11/2021;5,2;P
29/11/2021;0,2;P
30/11/2021;0;P
01/12/2021;0,4;P
02/12/2021;15,4;P
03/12/2021;6,4;P
04/12/2021;0;P
05/12/2021;13,8;P
06/12/2021;0,2;P
07/12/2021;0;P
08/12/2021;0;P
09/12/2021;7,6;P
10/12/2021;0,2;P
11/12/2021;4,6;P
12/12/2021;0;P
13/12/2021;0;P
14/12/2021;0;P
15/12/2021;0;P
16/12/2021;0;P
17/12/2021;0;P
18/12/2021;0;P
19/12/2021;0;P
20/12/2021;0;P
21/12/2021;0;P
22/12/2021;0,4;P
23/12/2021;0;P
24/12/2021;6,8;P
25/12/2021;19,4;P
26/12/2021;11,8;P
27/12/2021;4,4;P
28/12/2021;4,8;P
29/12/2021;2,8;P
30/12/2021;0,2;P
31/12/2021;0;P
01/01/2022;0,8;P
02/01/2022;0;P
03/01/2022;0,6;P
04/01/2022;0,2;P
05/01/2022;4,4;P
06/01/2022;7,2;P
07/01/2022;0;P
08/01/2022;0;P
09/01/2022;3;P
10/01/2022;1,2;P
11/01/2022;0;P
12/01/2022;0;P
13/01/2022;0;P
14/01/2022;0;P
15/01/2022;0;P
16/01/2022;0;P
17/01/2022;0,2;P
18/01/2022;0;P
19/01/2022;0;P
20/01/2022;4,2;P
21/01/2022;0,2;P
22/01/2022;0;P
23/01/2022;0;P
24/01/2022;0;P
25/01/2022;0;P
26/01/2022;0;P
27/01/2022;0;P
28/01/2022;0;P
29/01/2022;0;P
30/01/2022;0;P
31/01/2022;0;P
01/02/2022;0,8;P
02/02/2022;0;P
03/02/2022;0;P
04/02/2022;0,2;P
05/02/2022;1,2;P
06/02/2022;0;P
07/02/2022;1,4;P
08/02/2022;0;P
09/02/2022;0;P
10/02/2022;0;P
11/02/2022;0;P
12/02/2022;0;P
13/02/2022;0;P
14/02/2022;1,8;P
15/02/2022;10;P
16/02/2022;4,4;P
17/02/2022;1,4;P
18/02/2022;0,4;P
19/02/2022;0;P
20/02/2022;0;P
21/02/2022;0;P
22/02/2022;2;P
23/02/2022;0;P
24/02/2022;0;P
25/02/2022;1,6;P
26/02/2022;3,2;P
27/02/2022;0;P
28/02/2022;0;P
01/03/2022;0;P
02/03/2022;0;P
03/03/2022;0;P
04/03/2022;0;P
05/03/2022;0;P
06/03/2022;0;P
07/03/2022;0;P
08/03/2022;0;P
09/03/2022;0;P
10/03/2022;0;P
11/03/2022;0;P
12/03/2022;0;P
13/03/2022;0;P
14/03/2022;0;P
15/03/2022;0;P
16/03/2022;0;P
17/03/2022;0;P
18/03/2022;0;P
19/03/2022;0;P
20/03/2022;0;P
21/03/2022;0;P
22/03/2022;0;P
23/03/2022;0;P
24/03/2022;0;P
25/03/2022;0;P
26/03/2022;0;P
27/03/2022;0;P
28/03/2022;0;P
29/03/2022;0;P
30/03/2022;1,8;P
31/03/2022;23,2;P
01/04/2022;7,8;P
02/04/2022;2,8;P
03/04/2022;2,2;P
04/04/2022;0,2;P
05/04/2022;0;P
06/04/2022;0;P
07/04/2022;0;P
08/04/2022;1,2;P
09/04/2022;0;P
10/04/2022;0,6;P
11/04/2022;0;P
12/04/2022;0;P
13/04/2022;0;P
14/04/2022;0;P
15/04/2022;0;P
16/04/2022;0;P
17/04/2022;0;P
18/04/2022;0;P
19/04/2022;0;P
20/04/2022;0;P
21/04/2022;3,8;P
22/04/2022;9,6;P
23/04/2022;1;P
24/04/2022;8,2;P
25/04/2022;4,8;P
26/04/2022;0;P
27/04/2022;0;P
28/04/2022;0;P
29/04/2022;0;P
30/04/2022;0;P
01/05/2022;0,2;P
02/05/2022;0;P
03/05/2022;0;P
04/05/2022;0,4;P
05/05/2022;0;P
06/05/2022;9,4;P
07/05/2022;2,4;P
08/05/2022;0;P
09/05/2022;0;P
10/05/2022;0;P
11/05/2022;;@
12/05/2022;6;P
13/05/2022;0;P
14/05/2022;0;P
15/05/2022;0;P
16/05/2022;0;P
17/05/2022;0;P
18/05/2022;0;P
19/05/2022;0;P
20/05/2022;0;P
21/05/2022;0;P
22/05/2022;0;P
23/05/2022;0;P
24/05/2022;0;P
25/05/2022;0;P
26/05/2022;0;P
27/05/2022;0;P
28/05/2022;0;P
29/05/2022;0,8;P
30/05/2022;0;P
31/05/2022;0;P
01/06/2022;0;P
02/06/2022;0;P
03/06/2022;0;P
04/06/2022;0;P
05/06/2022;0;P
06/06/2022;0;P
07/06/2022;0;P
08/06/2022;0;P
09/06/2022;1,8;P
10/06/2022;0;P
11/06/2022;0;P
12/06/2022;0;P
13/06/2022;0;P
14/06/2022;0;P
15/06/2022;0;P
16/06/2022;0;P
17/06/2022;0;P
18/06/2022;0;P
19/06/2022;0;P
20/06/2022;0;P
21/06/2022;0;P
22/06/2022;0;P
23/06/2022;0;P
24/06/2022;0;P
25/06/2022;0;P
26/06/2022;0;P
27/06/2022;0;P
28/06/2022;0;P
29/06/2022;6;P
30/06/2022;0;P
01/07/2022;0;P
02/07/2022;0;P
03/07/2022;0;P
04/07/2022;0;P
05/07/2022;0;P
06/07/2022;0;P
07/07/2022;0;P
08/07/2022;1;P
09/07/2022;0;P
10/07/2022;0;P
11/07/2022;0;P
12/07/2022;0,4;P
13/07/2022;0;P
14/07/2022;0;P
15/07/2022;0;P
16/07/2022;0;P
17/07/2022;0;P
18/07/2022;0;P
19/07/2022;0;P
20/07/2022;0;P
21/07/2022;0;P
22/07/2022;0;P
23/07/2022;0;P
24/07/2022;0;P
25/07/2022;0;P
26/07/2022;0;P
27/07/2022;0;P
28/07/2022;0;P
29/07/2022;0;P
30/07/2022;0,4;P
31/07/2022;0,2;P
01/08/2022;0;P
02/08/2022;0;P
03/08/2022;0;P
